subjectID,trial_index,rt,response,prompt,color_rgb,concept,color_index,Age,Gender
00k0mfhb34,46,1657.3,200,no sunshine,#512d5f,no sunshine,14,35,male
00k0mfhb34,47,5432.3,-70,no sunshine,#0e8a19,no sunshine,50,35,male
00k0mfhb34,48,4369.8,83,no sunshine,#184415,no sunshine,37,35,male
00k0mfhb34,49,3785.1,-200,no sunshine,#dddddd,no sunshine,29,35,male
00k0mfhb34,50,2063.5,-171,no sunshine,#39f6e0,no sunshine,20,35,male
00k0mfhb34,51,3426,-142,no sunshine,#d5b811,no sunshine,68,35,male
00k0mfhb34,52,3585.6,-199,no sunshine,#fba714,no sunshine,70,35,male
00k0mfhb34,53,2313.9,-157,no sunshine,#b9b9b9,no sunshine,27,35,male
00k0mfhb34,54,3245.5,56,no sunshine,#3b8378,no sunshine,21,35,male
00k0mfhb34,55,1878.6,157,no sunshine,#600b84,no sunshine,7,35,male
00k0mfhb34,56,2025.8,-145,no sunshine,#d0b85a,no sunshine,57,35,male
00k0mfhb34,57,1992.6,-191,no sunshine,#fcdb42,no sunshine,69,35,male
00k0mfhb34,58,2210.9,-128,no sunshine,#e6a8b7,no sunshine,32,35,male
00k0mfhb34,59,2083.9,200,no sunshine,#777777,no sunshine,26,35,male
00k0mfhb34,60,2080.5,-22,no sunshine,#aac510,no sunshine,66,35,male
00k0mfhb34,61,2490.3,-27,no sunshine,#f7db7c,no sunshine,58,35,male
00k0mfhb34,65,5151.1,128,celery,#0e8a19,celery,50,35,male
00k0mfhb34,66,4507.2,-200,celery,#72005e,celery,17,35,male
00k0mfhb34,67,2043.8,-186,celery,#b62ef2,celery,3,35,male
00k0mfhb34,68,2185.1,174,celery,#73cf10,celery,64,35,male
00k0mfhb34,69,1828.4,-107,celery,#90689f,celery,15,35,male
00k0mfhb34,70,2378.8,188,celery,#aac510,celery,66,35,male
00k0mfhb34,71,13934.5,200,celery,#9af443,celery,65,35,male
00k0mfhb34,72,2128.8,-171,celery,#73f5b0,celery,36,35,male
00k0mfhb34,73,3242.8,-82,celery,#baeaaf,celery,40,35,male
00k0mfhb34,74,2340.1,-200,celery,#e81a4b,celery,49,35,male
00k0mfhb34,75,1961.7,-200,celery,#443b14,celery,41,35,male
00k0mfhb34,76,1885.4,172,celery,#d0e942,celery,67,35,male
00k0mfhb34,77,1892.3,132,celery,#67cf5c,celery,51,35,male
00k0mfhb34,78,2094.5,-44,celery,#83764c,celery,42,35,male
00k0mfhb34,79,1721.7,181,celery,#c8e97d,celery,55,35,male
00k0mfhb34,80,3478.3,91,celery,#ffffff,celery,28,35,male
00k0mfhb34,81,3116.4,-197,celery,#ea1d1d,celery,62,35,male
00k0mfhb34,82,2149.9,-37,celery,#4bcf8e,celery,35,35,male
00k0mfhb34,83,2258.7,197,celery,#3efe44,celery,63,35,male
00k0mfhb34,84,1737.8,47,celery,#184415,celery,37,35,male
00k0mfhb34,85,2749.1,15,celery,#96c58c,celery,39,35,male
00k0mfhb34,86,2322.5,-172,celery,#600b84,celery,7,35,male
00k0mfhb34,87,1617.8,176,celery,#608218,celery,53,35,male
00k0mfhb34,88,2072.9,115,celery,#a3c55b,celery,54,35,male
0fut54b8sj,8,11336.7,-200,a lot of sunshine,#b9b9b9,a lot of sunshine,27,54,fema
0fut54b8sj,9,3974.1,-139,a lot of sunshine,#077acc,a lot of sunshine,4,54,fema
0fut54b8sj,10,2911,-200,a lot of sunshine,#3b8378,a lot of sunshine,21,54,fema
0fut54b8sj,11,4975.2,-200,a lot of sunshine,#777777,a lot of sunshine,26,54,fema
0fut54b8sj,12,3303.9,-145,a lot of sunshine,#0e8a19,a lot of sunshine,50,54,fema
0fut54b8sj,13,2736,200,a lot of sunshine,#d5b811,a lot of sunshine,68,54,fema
0fut54b8sj,14,2548.3,-200,a lot of sunshine,#5e2b3a,a lot of sunshine,30,54,fema
0fut54b8sj,15,2395.7,-200,a lot of sunshine,#3b3b3b,a lot of sunshine,25,54,fema
0fut54b8sj,16,3300.8,170,a lot of sunshine,#d0e942,a lot of sunshine,67,54,fema
0fut54b8sj,17,2775.9,61,a lot of sunshine,#fba714,a lot of sunshine,70,54,fema
0fut54b8sj,18,1928.7,-200,a lot of sunshine,#e6a8b7,a lot of sunshine,32,54,fema
0fut54b8sj,19,2240.4,-200,a lot of sunshine,#2e3086,a lot of sunshine,5,54,fema
0fut54b8sj,20,2842.6,-200,a lot of sunshine,#600b84,a lot of sunshine,7,54,fema
0fut54b8sj,21,3223.2,-200,a lot of sunshine,#184415,a lot of sunshine,37,54,fema
0fut54b8sj,22,2539.8,180,a lot of sunshine,#fcdb42,a lot of sunshine,69,54,fema
0fut54b8sj,23,2812.2,53,a lot of sunshine,#d0b85a,a lot of sunshine,57,54,fema
0fut54b8sj,24,2649.4,-200,a lot of sunshine,#512d5f,a lot of sunshine,14,54,fema
0fut54b8sj,25,2918.2,-92,a lot of sunshine,#4dc7e8,a lot of sunshine,10,54,fema
0fut54b8sj,26,4535.8,20,a lot of sunshine,#aac510,a lot of sunshine,66,54,fema
0fut54b8sj,27,2159,-200,a lot of sunshine,#a553c8,a lot of sunshine,8,54,fema
0fut54b8sj,28,2540,-200,a lot of sunshine,#dddddd,a lot of sunshine,29,54,fema
0fut54b8sj,29,2764.3,-200,a lot of sunshine,#1c3d61,a lot of sunshine,11,54,fema
0fut54b8sj,30,2244.7,35,a lot of sunshine,#f7db7c,a lot of sunshine,58,54,fema
0fut54b8sj,31,3831.8,-86,a lot of sunshine,#39f6e0,a lot of sunshine,20,54,fema
0fut54b8sj,32,2736.8,-200,a lot of sunshine,#72005e,a lot of sunshine,17,54,fema
0fut54b8sj,33,5608.3,-157,a lot of sunshine,#eddcad,a lot of sunshine,44,54,fema
0fut54b8sj,36,2357,-200,no sunshine,#d0e942,no sunshine,67,54,fema
0fut54b8sj,37,2461.1,67,no sunshine,#3b3b3b,no sunshine,25,54,fema
0fut54b8sj,38,4040.4,-60,no sunshine,#2e3086,no sunshine,5,54,fema
0fut54b8sj,39,3795.3,140,no sunshine,#72005e,no sunshine,17,54,fema
0fut54b8sj,40,5170.7,59,no sunshine,#e6a8b7,no sunshine,32,54,fema
0fut54b8sj,41,2575.1,-120,no sunshine,#4dc7e8,no sunshine,10,54,fema
0fut54b8sj,42,3211.5,-184,no sunshine,#d5b811,no sunshine,68,54,fema
0fut54b8sj,43,2260.4,-200,no sunshine,#fcdb42,no sunshine,69,54,fema
0fut54b8sj,44,2813.9,-134,no sunshine,#fba714,no sunshine,70,54,fema
0fut54b8sj,45,2770.3,45,no sunshine,#eddcad,no sunshine,44,54,fema
0fut54b8sj,46,10196.4,-155,no sunshine,#39f6e0,no sunshine,20,54,fema
0fut54b8sj,47,6445.1,159,no sunshine,#184415,no sunshine,37,54,fema
0fut54b8sj,48,5638.4,113,no sunshine,#600b84,no sunshine,7,54,fema
0fut54b8sj,49,4034.7,-66,no sunshine,#0e8a19,no sunshine,50,54,fema
0fut54b8sj,50,3499,92,no sunshine,#5e2b3a,no sunshine,30,54,fema
0fut54b8sj,51,2578.1,178,no sunshine,#b9b9b9,no sunshine,27,54,fema
0fut54b8sj,52,2638.8,179,no sunshine,#777777,no sunshine,26,54,fema
0fut54b8sj,53,3062.7,114,no sunshine,#dddddd,no sunshine,29,54,fema
0fut54b8sj,54,9439,-119,no sunshine,#f7db7c,no sunshine,58,54,fema
0fut54b8sj,55,3082.2,67,no sunshine,#1c3d61,no sunshine,11,54,fema
0fut54b8sj,56,2657.2,-99,no sunshine,#077acc,no sunshine,4,54,fema
0fut54b8sj,57,3113.3,-153,no sunshine,#aac510,no sunshine,66,54,fema
0fut54b8sj,58,2744.5,-190,no sunshine,#d0b85a,no sunshine,57,54,fema
0fut54b8sj,59,2439.8,44,no sunshine,#512d5f,no sunshine,14,54,fema
0fut54b8sj,60,2474.4,38,no sunshine,#a553c8,no sunshine,8,54,fema
0fut54b8sj,61,2071.5,118,no sunshine,#3b8378,no sunshine,21,54,fema
0fut54b8sj,65,3022.6,-200,celery,#600b84,celery,7,54,fema
0fut54b8sj,66,2894.2,23,celery,#baeaaf,celery,40,54,fema
0fut54b8sj,67,2479.5,143,celery,#aac510,celery,66,54,fema
0fut54b8sj,68,2154.2,14,celery,#73f5b0,celery,36,54,fema
0fut54b8sj,69,2252,63,celery,#d0e942,celery,67,54,fema
0fut54b8sj,70,2404.7,70,celery,#67cf5c,celery,51,54,fema
0fut54b8sj,71,2361.8,147,celery,#3efe44,celery,63,54,fema
0fut54b8sj,72,2494.7,-200,celery,#e81a4b,celery,49,54,fema
0fut54b8sj,73,2432.2,-200,celery,#ffffff,celery,28,54,fema
0fut54b8sj,74,3453.6,176,celery,#608218,celery,53,54,fema
0fut54b8sj,75,2295.4,68,celery,#0e8a19,celery,50,54,fema
0fut54b8sj,76,4378,-34,celery,#184415,celery,37,54,fema
0fut54b8sj,77,1953.1,-200,celery,#ea1d1d,celery,62,54,fema
0fut54b8sj,78,2843.7,-57,celery,#96c58c,celery,39,54,fema
0fut54b8sj,79,2282.5,-200,celery,#b62ef2,celery,3,54,fema
0fut54b8sj,80,2994.4,141,celery,#73cf10,celery,64,54,fema
0fut54b8sj,81,2448.2,-148,celery,#83764c,celery,42,54,fema
0fut54b8sj,82,2744.2,-200,celery,#90689f,celery,15,54,fema
0fut54b8sj,83,2504.2,17,celery,#c8e97d,celery,55,54,fema
0fut54b8sj,84,2255.4,91,celery,#9af443,celery,65,54,fema
0fut54b8sj,85,3132.5,-116,celery,#443b14,celery,41,54,fema
0fut54b8sj,86,2108.3,-25,celery,#4bcf8e,celery,35,54,fema
0fut54b8sj,87,2290.6,35,celery,#a3c55b,celery,54,54,fema
0fut54b8sj,88,4785.5,-177,celery,#72005e,celery,17,54,fema
15h9n7zorx,8,9016.3,-200,no sunshine,#aac510,no sunshine,66,56,Male
15h9n7zorx,9,3819.3,-200,no sunshine,#4dc7e8,no sunshine,10,56,Male
15h9n7zorx,10,3324,-197,no sunshine,#d0e942,no sunshine,67,56,Male
15h9n7zorx,11,3493.9,-200,no sunshine,#d5b811,no sunshine,68,56,Male
15h9n7zorx,12,3353.8,-200,no sunshine,#e6a8b7,no sunshine,32,56,Male
15h9n7zorx,13,5446.1,-151,no sunshine,#3b8378,no sunshine,21,56,Male
15h9n7zorx,14,9538.1,140,no sunshine,#2e3086,no sunshine,5,56,Male
15h9n7zorx,15,5490.8,142,no sunshine,#b9b9b9,no sunshine,27,56,Male
15h9n7zorx,16,20079,-150,no sunshine,#f7db7c,no sunshine,58,56,Male
15h9n7zorx,17,6085.5,102,no sunshine,#dddddd,no sunshine,29,56,Male
15h9n7zorx,18,5424.7,95,no sunshine,#600b84,no sunshine,7,56,Male
15h9n7zorx,19,4796,-161,no sunshine,#eddcad,no sunshine,44,56,Male
15h9n7zorx,20,6978.7,24,no sunshine,#72005e,no sunshine,17,56,Male
15h9n7zorx,21,4211.4,185,no sunshine,#1c3d61,no sunshine,11,56,Male
15h9n7zorx,22,4935.2,-37,no sunshine,#a553c8,no sunshine,8,56,Male
15h9n7zorx,23,8561.8,36,no sunshine,#184415,no sunshine,37,56,Male
15h9n7zorx,24,3516.9,200,no sunshine,#3b3b3b,no sunshine,25,56,Male
15h9n7zorx,25,4568.7,51,no sunshine,#512d5f,no sunshine,14,56,Male
15h9n7zorx,26,3835.3,-186,no sunshine,#d0b85a,no sunshine,57,56,Male
15h9n7zorx,27,4671.4,-200,no sunshine,#077acc,no sunshine,4,56,Male
15h9n7zorx,28,4927.4,81,no sunshine,#5e2b3a,no sunshine,30,56,Male
15h9n7zorx,29,4738.5,-200,no sunshine,#39f6e0,no sunshine,20,56,Male
15h9n7zorx,30,3542.3,-200,no sunshine,#fcdb42,no sunshine,69,56,Male
15h9n7zorx,31,4885.6,-171,no sunshine,#fba714,no sunshine,70,56,Male
15h9n7zorx,32,5523.1,187,no sunshine,#777777,no sunshine,26,56,Male
15h9n7zorx,33,8137.8,-200,no sunshine,#0e8a19,no sunshine,50,56,Male
15h9n7zorx,36,6137.8,16,a lot of sunshine,#b9b9b9,a lot of sunshine,27,56,Male
15h9n7zorx,37,11386.9,-200,a lot of sunshine,#512d5f,a lot of sunshine,14,56,Male
15h9n7zorx,38,6274.7,-200,a lot of sunshine,#5e2b3a,a lot of sunshine,30,56,Male
15h9n7zorx,39,3049.9,156,a lot of sunshine,#eddcad,a lot of sunshine,44,56,Male
15h9n7zorx,40,4415,-180,a lot of sunshine,#600b84,a lot of sunshine,7,56,Male
15h9n7zorx,41,4471.2,-50,a lot of sunshine,#dddddd,a lot of sunshine,29,56,Male
15h9n7zorx,42,4783.9,-195,a lot of sunshine,#72005e,a lot of sunshine,17,56,Male
15h9n7zorx,43,6298.5,154,a lot of sunshine,#4dc7e8,a lot of sunshine,10,56,Male
15h9n7zorx,44,4856.3,128,a lot of sunshine,#fba714,a lot of sunshine,70,56,Male
15h9n7zorx,45,3535.2,165,a lot of sunshine,#0e8a19,a lot of sunshine,50,56,Male
15h9n7zorx,46,3607.5,180,a lot of sunshine,#d0e942,a lot of sunshine,67,56,Male
15h9n7zorx,47,3749.9,196,a lot of sunshine,#d5b811,a lot of sunshine,68,56,Male
15h9n7zorx,48,5414.3,-82,a lot of sunshine,#777777,a lot of sunshine,26,56,Male
15h9n7zorx,49,2987,200,a lot of sunshine,#fcdb42,a lot of sunshine,69,56,Male
15h9n7zorx,50,3282,200,a lot of sunshine,#d0b85a,a lot of sunshine,57,56,Male
15h9n7zorx,51,4202.9,147,a lot of sunshine,#e6a8b7,a lot of sunshine,32,56,Male
15h9n7zorx,52,3784,131,a lot of sunshine,#a553c8,a lot of sunshine,8,56,Male
15h9n7zorx,53,4085.8,-200,a lot of sunshine,#1c3d61,a lot of sunshine,11,56,Male
15h9n7zorx,54,7174.1,-93,a lot of sunshine,#aac510,a lot of sunshine,66,56,Male
15h9n7zorx,55,5670.6,-197,a lot of sunshine,#3b3b3b,a lot of sunshine,25,56,Male
15h9n7zorx,56,7032.7,-158,a lot of sunshine,#2e3086,a lot of sunshine,5,56,Male
15h9n7zorx,57,4234.4,-177,a lot of sunshine,#184415,a lot of sunshine,37,56,Male
15h9n7zorx,58,4323.8,155,a lot of sunshine,#077acc,a lot of sunshine,4,56,Male
15h9n7zorx,59,7041.8,-60,a lot of sunshine,#39f6e0,a lot of sunshine,20,56,Male
15h9n7zorx,60,3191.7,-40,a lot of sunshine,#3b8378,a lot of sunshine,21,56,Male
15h9n7zorx,61,5497.3,200,a lot of sunshine,#f7db7c,a lot of sunshine,58,56,Male
15h9n7zorx,65,4726.3,20,celery,#c8e97d,celery,55,56,Male
15h9n7zorx,66,7461.9,-195,celery,#90689f,celery,15,56,Male
15h9n7zorx,67,5138.4,125,celery,#67cf5c,celery,51,56,Male
15h9n7zorx,68,4066.5,143,celery,#73f5b0,celery,36,56,Male
15h9n7zorx,69,4152.3,-196,celery,#b62ef2,celery,3,56,Male
15h9n7zorx,70,4034.1,-200,celery,#ea1d1d,celery,62,56,Male
15h9n7zorx,71,4077.8,47,celery,#83764c,celery,42,56,Male
15h9n7zorx,72,9328.5,92,celery,#baeaaf,celery,40,56,Male
15h9n7zorx,73,5924.7,-28,celery,#aac510,celery,66,56,Male
15h9n7zorx,74,7032.1,-196,celery,#600b84,celery,7,56,Male
15h9n7zorx,75,7514.5,49,celery,#184415,celery,37,56,Male
15h9n7zorx,76,5607.1,136,celery,#73cf10,celery,64,56,Male
15h9n7zorx,77,4718.9,142,celery,#0e8a19,celery,50,56,Male
15h9n7zorx,78,6015,42,celery,#608218,celery,53,56,Male
15h9n7zorx,79,3327.8,150,celery,#3efe44,celery,63,56,Male
15h9n7zorx,80,5127.6,93,celery,#4bcf8e,celery,35,56,Male
15h9n7zorx,81,3213.2,-200,celery,#e81a4b,celery,49,56,Male
15h9n7zorx,82,9059.5,-30,celery,#443b14,celery,41,56,Male
15h9n7zorx,83,4890,166,celery,#9af443,celery,65,56,Male
15h9n7zorx,84,3704.6,145,celery,#a3c55b,celery,54,56,Male
15h9n7zorx,85,3861.2,99,celery,#96c58c,celery,39,56,Male
15h9n7zorx,86,6689.5,-200,celery,#ffffff,celery,28,56,Male
15h9n7zorx,87,3820.5,-200,celery,#72005e,celery,17,56,Male
15h9n7zorx,88,10483.1,-161,celery,#d0e942,celery,67,56,Male
29ykoc2h1d,8,8770.9,200,a lot of sunshine,#077acc,a lot of sunshine,4,39,male
29ykoc2h1d,9,5341.8,200,a lot of sunshine,#184415,a lot of sunshine,37,39,male
29ykoc2h1d,10,2312.6,-200,a lot of sunshine,#3b3b3b,a lot of sunshine,25,39,male
29ykoc2h1d,11,2848.3,200,a lot of sunshine,#4dc7e8,a lot of sunshine,10,39,male
29ykoc2h1d,12,2247.4,200,a lot of sunshine,#0e8a19,a lot of sunshine,50,39,male
29ykoc2h1d,13,2093.7,-200,a lot of sunshine,#600b84,a lot of sunshine,7,39,male
29ykoc2h1d,14,1942.3,200,a lot of sunshine,#d5b811,a lot of sunshine,68,39,male
29ykoc2h1d,15,1857.2,200,a lot of sunshine,#d0e942,a lot of sunshine,67,39,male
29ykoc2h1d,16,3005.5,-200,a lot of sunshine,#512d5f,a lot of sunshine,14,39,male
29ykoc2h1d,17,13626.5,50,a lot of sunshine,#b9b9b9,a lot of sunshine,27,39,male
29ykoc2h1d,18,4337.8,2,a lot of sunshine,#3b8378,a lot of sunshine,21,39,male
29ykoc2h1d,19,2405.3,28,a lot of sunshine,#e6a8b7,a lot of sunshine,32,39,male
29ykoc2h1d,20,3347.6,-49,a lot of sunshine,#72005e,a lot of sunshine,17,39,male
29ykoc2h1d,21,2243.8,-65,a lot of sunshine,#1c3d61,a lot of sunshine,11,39,male
29ykoc2h1d,22,4621.2,-7,a lot of sunshine,#2e3086,a lot of sunshine,5,39,male
29ykoc2h1d,23,1904.1,200,a lot of sunshine,#fcdb42,a lot of sunshine,69,39,male
29ykoc2h1d,24,1813.1,-4,a lot of sunshine,#a553c8,a lot of sunshine,8,39,male
29ykoc2h1d,25,1573.7,43,a lot of sunshine,#eddcad,a lot of sunshine,44,39,male
29ykoc2h1d,26,2933.4,200,a lot of sunshine,#d0b85a,a lot of sunshine,57,39,male
29ykoc2h1d,27,2513.7,200,a lot of sunshine,#aac510,a lot of sunshine,66,39,male
29ykoc2h1d,28,3839,200,a lot of sunshine,#fba714,a lot of sunshine,70,39,male
29ykoc2h1d,29,1732.3,96,a lot of sunshine,#dddddd,a lot of sunshine,29,39,male
29ykoc2h1d,30,1618.7,-115,a lot of sunshine,#5e2b3a,a lot of sunshine,30,39,male
29ykoc2h1d,31,2235.7,2,a lot of sunshine,#777777,a lot of sunshine,26,39,male
29ykoc2h1d,32,3530.3,81,a lot of sunshine,#39f6e0,a lot of sunshine,20,39,male
29ykoc2h1d,33,3834.9,149,a lot of sunshine,#f7db7c,a lot of sunshine,58,39,male
29ykoc2h1d,36,2402.1,-112,no sunshine,#184415,no sunshine,37,39,male
29ykoc2h1d,37,1727.4,73,no sunshine,#4dc7e8,no sunshine,10,39,male
29ykoc2h1d,38,2666.5,10,no sunshine,#3b8378,no sunshine,21,39,male
29ykoc2h1d,39,8097.4,-114,no sunshine,#39f6e0,no sunshine,20,39,male
29ykoc2h1d,40,1903.6,-94,no sunshine,#eddcad,no sunshine,44,39,male
29ykoc2h1d,41,6799.2,-90,no sunshine,#077acc,no sunshine,4,39,male
29ykoc2h1d,42,2583.6,-200,no sunshine,#aac510,no sunshine,66,39,male
29ykoc2h1d,43,1597.9,-200,no sunshine,#d0b85a,no sunshine,57,39,male
29ykoc2h1d,44,1620.4,-200,no sunshine,#f7db7c,no sunshine,58,39,male
29ykoc2h1d,45,2643.7,200,no sunshine,#3b3b3b,no sunshine,25,39,male
29ykoc2h1d,46,1914.2,-93,no sunshine,#e6a8b7,no sunshine,32,39,male
29ykoc2h1d,47,2262.1,48,no sunshine,#2e3086,no sunshine,5,39,male
29ykoc2h1d,48,1922.6,-51,no sunshine,#0e8a19,no sunshine,50,39,male
29ykoc2h1d,49,2197.9,-91,no sunshine,#b9b9b9,no sunshine,27,39,male
29ykoc2h1d,50,5082.8,-160,no sunshine,#5e2b3a,no sunshine,30,39,male
29ykoc2h1d,51,1871.6,200,no sunshine,#fba714,no sunshine,70,39,male
29ykoc2h1d,52,1853.1,-145,no sunshine,#600b84,no sunshine,7,39,male
29ykoc2h1d,53,5159.5,-145,no sunshine,#72005e,no sunshine,17,39,male
29ykoc2h1d,54,4034,81,no sunshine,#dddddd,no sunshine,29,39,male
29ykoc2h1d,55,1799.5,-97,no sunshine,#1c3d61,no sunshine,11,39,male
29ykoc2h1d,56,1732.3,-94,no sunshine,#512d5f,no sunshine,14,39,male
29ykoc2h1d,57,5647.6,-69,no sunshine,#777777,no sunshine,26,39,male
29ykoc2h1d,58,1963.2,-200,no sunshine,#d5b811,no sunshine,68,39,male
29ykoc2h1d,59,1527.3,-200,no sunshine,#fcdb42,no sunshine,69,39,male
29ykoc2h1d,60,4115.8,-200,no sunshine,#d0e942,no sunshine,67,39,male
29ykoc2h1d,61,1960.3,-102,no sunshine,#a553c8,no sunshine,8,39,male
29ykoc2h1d,65,2851.4,200,celery,#73cf10,celery,64,39,male
29ykoc2h1d,66,3183.2,119,celery,#0e8a19,celery,50,39,male
29ykoc2h1d,67,1955,-200,celery,#b62ef2,celery,3,39,male
29ykoc2h1d,68,1996.4,43,celery,#443b14,celery,41,39,male
29ykoc2h1d,69,3418.8,148,celery,#608218,celery,53,39,male
29ykoc2h1d,70,1755.8,45,celery,#baeaaf,celery,40,39,male
29ykoc2h1d,71,3381.7,-35,celery,#83764c,celery,42,39,male
29ykoc2h1d,72,3432,-200,celery,#90689f,celery,15,39,male
29ykoc2h1d,73,2833.6,134,celery,#67cf5c,celery,51,39,male
29ykoc2h1d,74,2681.9,88,celery,#c8e97d,celery,55,39,male
29ykoc2h1d,75,1495.9,59,celery,#4bcf8e,celery,35,39,male
29ykoc2h1d,76,3899.2,192,celery,#3efe44,celery,63,39,male
29ykoc2h1d,77,2132.6,103,celery,#a3c55b,celery,54,39,male
29ykoc2h1d,78,2312.4,145,celery,#aac510,celery,66,39,male
29ykoc2h1d,79,1969.3,-200,celery,#ffffff,celery,28,39,male
29ykoc2h1d,80,2359.4,193,celery,#9af443,celery,65,39,male
29ykoc2h1d,81,1852,-200,celery,#e81a4b,celery,49,39,male
29ykoc2h1d,82,1896.7,60,celery,#184415,celery,37,39,male
29ykoc2h1d,83,1673.8,-195,celery,#72005e,celery,17,39,male
29ykoc2h1d,84,2029.7,20,celery,#96c58c,celery,39,39,male
29ykoc2h1d,85,1725.2,-200,celery,#ea1d1d,celery,62,39,male
29ykoc2h1d,86,1508.6,14,celery,#73f5b0,celery,36,39,male
29ykoc2h1d,87,2404.5,-200,celery,#600b84,celery,7,39,male
29ykoc2h1d,88,3687.3,73,celery,#d0e942,celery,67,39,male
42gwq8vtv5,8,6038.8,-134,a lot of sunshine,#e6a8b7,a lot of sunshine,32,45,Fema
42gwq8vtv5,9,5047.5,-200,a lot of sunshine,#0e8a19,a lot of sunshine,50,45,Fema
42gwq8vtv5,10,6576.5,-200,a lot of sunshine,#5e2b3a,a lot of sunshine,30,45,Fema
42gwq8vtv5,11,5755.5,-200,a lot of sunshine,#184415,a lot of sunshine,37,45,Fema
42gwq8vtv5,12,3176.1,200,a lot of sunshine,#fcdb42,a lot of sunshine,69,45,Fema
42gwq8vtv5,13,6973,-200,a lot of sunshine,#600b84,a lot of sunshine,7,45,Fema
42gwq8vtv5,14,2825,-151,a lot of sunshine,#a553c8,a lot of sunshine,8,45,Fema
42gwq8vtv5,15,2566.3,-182,a lot of sunshine,#72005e,a lot of sunshine,17,45,Fema
42gwq8vtv5,16,2696.2,200,a lot of sunshine,#d0e942,a lot of sunshine,67,45,Fema
42gwq8vtv5,17,3267.7,159,a lot of sunshine,#39f6e0,a lot of sunshine,20,45,Fema
42gwq8vtv5,18,4037.3,200,a lot of sunshine,#dddddd,a lot of sunshine,29,45,Fema
42gwq8vtv5,19,4263.3,194,a lot of sunshine,#fba714,a lot of sunshine,70,45,Fema
42gwq8vtv5,20,3274.3,-200,a lot of sunshine,#1c3d61,a lot of sunshine,11,45,Fema
