subjectID,trial_index,rt,response,prompt,color_rgb,color_index,Age,Gender
o09etdsjs1,8,4886.2,-200,tree foliage,#a553c8,8,29,Fema
objo1l7hjl,8,4582.5,93,tree foliage,#baeaaf,40,31,Male
ohzolyk1vf,8,3723.1,69,tree foliage,#73f5b0,36,28,fema
orfa7jsdnn,8,5502.5,-200,wild fire,#baeaaf,40,53,Male
u4e5jknwlp,8,4649,-200,ground soil,#3518ad,1,50,male
utfldga24m,8,4995.5,72,tree foliage,#897618,56,39,male
x6h3es0t2d,8,5153.5,-150,wild fire,#512d5f,14,44,male
x951bq6g3c,8,4886.7,-145,glacial ice,#db1f9d,19,36,Male
0opxtp6tdk,9,7195.5,25,wild fire,#f7db7c,58,47,Fema
25sua5qsqp,9,3529.4,-197,ocean water,#b8509e,18,60,fema
2kn462t33j,9,3415.3,-164,ground soil,#e81a4b,49,57,fema
3d3qpof317,9,6805.5,-182,wild fire,#55824d,38,74,fema
4hbmqfvhg8,9,2573.5,-168,wild fire,#e6a8b7,32,57,fema
4w5d63mg60,9,2114.7,32,wild fire,#3b3b3b,25,27,Male
55bkqoq905,9,2400.9,-137,ocean water,#aac510,66,30,Male
5uabcynqu2,9,2608.2,-200,tree foliage,#8558f4,2,52,Fema
6lxycch5u6,9,12004.6,-105,wild fire,#8558f4,2,56,Fema
8hx65uy1n2,9,1833.97,-200,ocean water,#ac6619,59,25,Fema
8naze8lsez,9,7647,-200,glacial ice,#cc4f1b,61,38,male
9d5ncdtwbf,9,3707,-198,glacial ice,#d0b85a,57,49,fema
9mnc9rt0rz,9,3626.3,-200,tree foliage,#3518ad,1,36,Male
9srrnppdp5,9,3053.2,-109,ground soil,#f7db7c,58,32,Male
9xysgr3f4u,9,3194.6,149,glacial ice,#b9b9b9,27,38,Male
a12ffhfsm1,9,2560.5,-200,tree foliage,#512d5f,14,57,fema
cpt28f4xzp,9,2190,-185,ocean water,#e81a4b,49,35,Male
dfm6easn8l,9,34753.1,174,ocean water,#1c3d61,11,54,Male
f2mtfm7cfx,9,4374.6,130,ground soil,#443b14,41,40,fema
fabnabw7hq,9,2815.9,-59,wild fire,#cd26c7,9,34,Fema
fruee7bb7w,9,2112.7,108,ocean water,#baeaaf,40,43,male
g8fqksoxo8,9,3352.4,200,ocean water,#a0bae6,13,50,male
gnz67glrkn,9,3455.7,-180,glacial ice,#512d5f,14,63,Fema
gupagjo0wv,9,2724.5,-200,ground soil,#ffffff,28,58,woma
hgldvk93ng,9,5769.2,-200,ocean water,#ffffff,28,30,fema
j6pazp3e7y,9,3842.9,-198,ground soil,#39f6e0,20,49,Male
j9adj6gloa,9,5065.8,-200,wild fire,#f7db7c,58,34,Male
jrgu1oot3d,9,1870.5,90,wild fire,#d5b811,68,32,fema
jvnwunr22e,9,8750,98,ground soil,#c7b88b,43,30,Male
mmqplzknwl,9,4908,-200,ground soil,#c8e97d,55,30,Male
o09etdsjs1,9,2672.9,200,tree foliage,#184415,37,29,Fema
objo1l7hjl,9,5589.8,139,tree foliage,#4bcf8e,35,31,Male
ohzolyk1vf,9,6698.4,-200,tree foliage,#000000,24,28,fema
orfa7jsdnn,9,5059.7,-200,wild fire,#4dc7e8,10,53,Male
u4e5jknwlp,9,2866,-200,ground soil,#cd26c7,9,50,male
utfldga24m,9,4215.8,-133,tree foliage,#2f6ef6,0,39,male
x6h3es0t2d,9,5998.7,-121,wild fire,#a06776,31,44,male
x951bq6g3c,9,6988.6,-61,glacial ice,#000000,24,36,Male
0opxtp6tdk,10,3130.5,-163,wild fire,#ffffff,28,47,Fema
25sua5qsqp,10,3448.6,-200,ocean water,#72005e,17,60,fema
2kn462t33j,10,2642.2,-200,ground soil,#8cf47e,52,57,fema
3d3qpof317,10,3636.2,-154,wild fire,#96c58c,39,74,fema
4hbmqfvhg8,10,3769.3,28,wild fire,#ffffff,28,57,fema
4w5d63mg60,10,2081,-130,wild fire,#83764c,42,27,Male
55bkqoq905,10,1229.4,-167,ocean water,#600b84,7,30,Male
5uabcynqu2,10,3147.2,-200,tree foliage,#90689f,15,52,Fema
6lxycch5u6,10,6281.9,160,wild fire,#c94e4b,48,56,Fema
8hx65uy1n2,10,1702.7,69,ocean water,#0e8a19,50,25,Fema
8naze8lsez,10,6005,-177,glacial ice,#0e8a19,50,38,male
9d5ncdtwbf,10,5615,43,glacial ice,#a3c55b,54,49,fema
9mnc9rt0rz,10,2069.8,-93,tree foliage,#000000,24,36,Male
9srrnppdp5,10,2421.3,-200,ground soil,#7ec6ba,22,32,Male
9xysgr3f4u,10,2829,63,glacial ice,#8cf47e,52,38,Male
a12ffhfsm1,10,2393.3,-200,tree foliage,#000000,24,57,fema
cpt28f4xzp,10,1500,77,ocean water,#39f6e0,20,35,Male
dfm6easn8l,10,27456.7,14,ocean water,#000000,24,54,Male
f2mtfm7cfx,10,6688.8,-200,ground soil,#db1f9d,19,40,fema
fabnabw7hq,10,1333.6,-133,wild fire,#39f6e0,20,34,Fema
fruee7bb7w,10,1853.8,-110,ocean water,#b62ef2,3,43,male
g8fqksoxo8,10,2872.4,-200,ocean water,#e31b73,34,50,male
gnz67glrkn,10,4086.3,-126,glacial ice,#4bcf8e,35,63,Fema
gupagjo0wv,10,2768.8,-154,ground soil,#f7a75a,60,58,woma
hgldvk93ng,10,4183.4,-176,ocean water,#d5a9e4,16,30,fema
j6pazp3e7y,10,2600.7,-184,ground soil,#3518ad,1,49,Male
j9adj6gloa,10,3350.3,200,wild fire,#fba714,70,34,Male
jrgu1oot3d,10,1730.8,158,wild fire,#ac6619,59,32,fema
jvnwunr22e,10,2982.7,-70,ground soil,#c8e97d,55,30,Male
mmqplzknwl,10,6528,-200,ground soil,#3b8378,21,30,Male
o09etdsjs1,10,6491.5,-200,tree foliage,#2f6ef6,0,29,Fema
objo1l7hjl,10,3669.8,13,tree foliage,#c7b88b,43,31,Male
ohzolyk1vf,10,6505,119,tree foliage,#0e8a19,50,28,fema
orfa7jsdnn,10,2312.2,-200,wild fire,#608218,53,53,Male
u4e5jknwlp,10,4076,82,ground soil,#ac6619,59,50,male
utfldga24m,10,84129.2,181,tree foliage,#0e8a19,50,39,male
x6h3es0t2d,10,4093.8,200,wild fire,#e81a4b,49,44,male
x951bq6g3c,10,1638.4,-200,glacial ice,#a8664b,46,36,Male
0opxtp6tdk,11,2611.7,-197,wild fire,#72005e,17,47,Fema
25sua5qsqp,11,4140.9,-177,ocean water,#f7a75a,60,60,fema
2kn462t33j,11,3768.8,15,ground soil,#c7b88b,43,57,fema
3d3qpof317,11,3184.1,-78,wild fire,#443b14,41,74,fema
4hbmqfvhg8,11,2666.2,-179,wild fire,#4dc7e8,10,57,fema
4w5d63mg60,11,1986,-156,wild fire,#cd26c7,9,27,Male
55bkqoq905,11,959.9,-151,ocean water,#608218,53,30,Male
5uabcynqu2,11,2645.1,-200,tree foliage,#b8509e,18,52,Fema
6lxycch5u6,11,10292.9,32,wild fire,#a2eade,23,56,Fema
8hx65uy1n2,11,1982.2,146,ocean water,#73f5b0,36,25,Fema
8naze8lsez,11,12464,-100,glacial ice,#8cf47e,52,38,male
9d5ncdtwbf,11,3132,137,glacial ice,#5e78a1,12,49,fema
9mnc9rt0rz,11,2361.2,200,tree foliage,#67cf5c,51,36,Male
9srrnppdp5,11,3240.2,-71,ground soil,#c94e4b,48,32,Male
9xysgr3f4u,11,6885.1,13,glacial ice,#2e3086,5,38,Male
a12ffhfsm1,11,2517.1,-200,tree foliage,#c94e4b,48,57,fema
cpt28f4xzp,11,2005,17,ocean water,#3efe44,63,35,Male
dfm6easn8l,11,8633.2,30,ocean water,#184415,37,54,Male
f2mtfm7cfx,11,3942.4,-190,ground soil,#c34f74,33,40,fema
fabnabw7hq,11,1293.1,-193,wild fire,#a3c55b,54,34,Fema
fruee7bb7w,11,1854.6,-200,ocean water,#600b84,7,43,male
g8fqksoxo8,11,3289.5,-56,ocean water,#90689f,15,50,male
gnz67glrkn,11,5359.3,-80,glacial ice,#c7b88b,43,63,Fema
gupagjo0wv,11,2955.6,-179,ground soil,#0e8a19,50,58,woma
hgldvk93ng,11,3149.3,-197,ocean water,#3b3b3b,25,30,fema
j6pazp3e7y,11,3459.5,13,ground soil,#000000,24,49,Male
j9adj6gloa,11,2669.6,198,wild fire,#c94e4b,48,34,Male
jrgu1oot3d,11,1770.3,-24,wild fire,#b62ef2,3,32,fema
jvnwunr22e,11,3726.3,-200,ground soil,#aac510,66,30,Male
mmqplzknwl,11,9313,69,ground soil,#5e2b3a,30,30,Male
o09etdsjs1,11,5649.2,200,tree foliage,#d5b811,68,29,Fema
objo1l7hjl,11,2371,-162,tree foliage,#f7a75a,60,31,Male
ohzolyk1vf,11,6957.2,-175,tree foliage,#f1a78a,47,28,fema
orfa7jsdnn,11,10437.5,-58,wild fire,#dddddd,29,53,Male
u4e5jknwlp,11,3083,54,ground soil,#a8664b,46,50,male
utfldga24m,11,4144.5,22,tree foliage,#a06776,31,39,male
x6h3es0t2d,11,5280.7,-121,wild fire,#90689f,15,44,male
x951bq6g3c,11,3286.5,118,glacial ice,#ffffff,28,36,Male
0opxtp6tdk,12,3424.4,-29,wild fire,#eddcad,44,47,Fema
25sua5qsqp,12,7484.5,-47,ocean water,#c7b88b,43,60,fema
2kn462t33j,12,2257.6,-200,ground soil,#3518ad,1,57,fema
3d3qpof317,12,4287.6,9,wild fire,#c7b88b,43,74,fema
4hbmqfvhg8,12,2582.1,-136,wild fire,#cd26c7,9,57,fema
4w5d63mg60,12,1725.4,-105,wild fire,#a06776,31,27,Male
55bkqoq905,12,980.6,-179,ocean water,#a06776,31,30,Male
5uabcynqu2,12,2974.2,-200,tree foliage,#ffffff,28,52,Fema
6lxycch5u6,12,7419.4,-200,wild fire,#897618,56,56,Fema
8hx65uy1n2,12,1902.17,-112,ocean water,#777777,26,25,Fema
8naze8lsez,12,6876,101,glacial ice,#7ec6ba,22,38,male
9d5ncdtwbf,12,4012,-157,glacial ice,#90689f,15,49,fema
9mnc9rt0rz,12,2087.1,125,tree foliage,#443b14,41,36,Male
9srrnppdp5,12,3503.8,-21,ground soil,#73cf10,64,32,Male
9xysgr3f4u,12,2919.7,-18,glacial ice,#a553c8,8,38,Male
a12ffhfsm1,12,2968.6,161,tree foliage,#a3c55b,54,57,fema
cpt28f4xzp,12,2441,-191,ocean water,#b62ef2,3,35,Male
dfm6easn8l,12,16535.7,-58,ocean water,#d5a9e4,16,54,Male
f2mtfm7cfx,12,6394.2,-172,ground soil,#d0b85a,57,40,fema
fabnabw7hq,12,1239.8,-193,wild fire,#dddddd,29,34,Fema
fruee7bb7w,12,1882.3,16,ocean water,#184415,37,43,male
g8fqksoxo8,12,2125.1,200,ocean water,#1c3d61,11,50,male
gnz67glrkn,12,4733.3,192,glacial ice,#b9b9b9,27,63,Fema
gupagjo0wv,12,2274,-200,ground soil,#72005e,17,58,woma
hgldvk93ng,12,4029.3,-83,ocean water,#608218,53,30,fema
j6pazp3e7y,12,2508.4,-164,ground soil,#512d5f,14,49,Male
j9adj6gloa,12,2854.1,-187,wild fire,#2e3086,5,34,Male
jrgu1oot3d,12,1762.7,-200,wild fire,#4dc7e8,10,32,fema
jvnwunr22e,12,3521.1,-15,ground soil,#55824d,38,30,Male
mmqplzknwl,12,3953,-200,ground soil,#73cf10,64,30,Male
o09etdsjs1,12,2631,-200,tree foliage,#777777,26,29,Fema
objo1l7hjl,12,3305.6,-200,tree foliage,#c94e4b,48,31,Male
ohzolyk1vf,12,3500.6,-182,tree foliage,#746bca,6,28,fema
orfa7jsdnn,12,4621.1,-15,wild fire,#d5a9e4,16,53,Male
u4e5jknwlp,12,7139,187,ground soil,#000000,24,50,male
utfldga24m,12,3070.2,-29,tree foliage,#d5a9e4,16,39,male
x6h3es0t2d,12,3583.3,-28,wild fire,#5e2b3a,30,44,male
x951bq6g3c,12,3417,-153,glacial ice,#3b3b3b,25,36,Male
0opxtp6tdk,13,3353.5,-200,wild fire,#608218,53,47,Fema
25sua5qsqp,13,10394.3,35,ocean water,#3518ad,1,60,fema
2kn462t33j,13,2286.2,-200,ground soil,#39f6e0,20,57,fema
3d3qpof317,13,3549.2,-156,wild fire,#9af443,65,74,fema
4hbmqfvhg8,13,2435.3,62,wild fire,#83764c,42,57,fema
4w5d63mg60,13,1629,-148,wild fire,#3efe44,63,27,Male
55bkqoq905,13,627.7,-179,ocean water,#b8509e,18,30,Male
5uabcynqu2,13,2548.8,-200,tree foliage,#db1f9d,19,52,Fema
6lxycch5u6,13,6919.8,-115,wild fire,#72005e,17,56,Fema
8hx65uy1n2,13,1757.32,26,ocean water,#3efe44,63,25,Fema
8naze8lsez,13,8535,-82,glacial ice,#c8e97d,55,38,male
9d5ncdtwbf,13,3629,-188,glacial ice,#c7b88b,43,49,fema
9mnc9rt0rz,13,2227,-169,tree foliage,#1c3d61,11,36,Male
9srrnppdp5,13,2413.6,-200,ground soil,#2e3086,5,32,Male
9xysgr3f4u,13,6993.3,-56,glacial ice,#0e8a19,50,38,Male
a12ffhfsm1,13,2630.4,-200,tree foliage,#746bca,6,57,fema
cpt28f4xzp,13,1798,-188,ocean water,#8558f4,2,35,Male
dfm6easn8l,13,9762.7,-87,ocean water,#96c58c,39,54,Male
f2mtfm7cfx,13,14185.2,-174,ground soil,#5e2b3a,30,40,fema
fabnabw7hq,13,1048.5,-193,wild fire,#8cf47e,52,34,Fema
fruee7bb7w,13,1894.1,-200,ocean water,#72005e,17,43,male
g8fqksoxo8,13,2814.7,-84,ocean water,#a3c55b,54,50,male
gnz67glrkn,13,3062.1,-200,glacial ice,#897618,56,63,Fema
gupagjo0wv,13,2536.1,-193,ground soil,#90689f,15,58,woma
hgldvk93ng,13,4408.5,-200,ocean water,#ea1d1d,62,30,fema
j6pazp3e7y,13,2509.8,-137,ground soil,#5e78a1,12,49,Male
j9adj6gloa,13,2548.7,-200,wild fire,#9af443,65,34,Male
jrgu1oot3d,13,1995.1,-200,wild fire,#ffffff,28,32,fema
jvnwunr22e,13,2774.4,-191,ground soil,#2e3086,5,30,Male
mmqplzknwl,13,5942,-194,ground soil,#a0bae6,13,30,Male
o09etdsjs1,13,2611.8,-200,tree foliage,#cd26c7,9,29,Fema
objo1l7hjl,13,2319.9,-200,tree foliage,#077acc,4,31,Male
ohzolyk1vf,13,3244.9,-187,tree foliage,#512d5f,14,28,fema
orfa7jsdnn,13,4538,-164,wild fire,#d0e942,67,53,Male
u4e5jknwlp,13,3250,-98,ground soil,#f7a75a,60,50,male
utfldga24m,13,2398.2,27,tree foliage,#d5b811,68,39,male
x6h3es0t2d,13,27289.2,-191,wild fire,#746bca,6,44,male
x951bq6g3c,13,2275.8,-137,glacial ice,#d5a9e4,16,36,Male
0opxtp6tdk,14,5393.6,26,wild fire,#d0b85a,57,47,Fema
25sua5qsqp,14,3708.8,-60,ocean water,#8558f4,2,60,fema
2kn462t33j,14,2619,-198,ground soil,#8558f4,2,57,fema
3d3qpof317,14,3077.9,164,wild fire,#ac6619,59,74,fema
4hbmqfvhg8,14,2530.9,-180,wild fire,#2f6ef6,0,57,fema
4w5d63mg60,14,2573.9,34,wild fire,#000000,24,27,Male
55bkqoq905,14,824.4,-161,ocean water,#3efe44,63,30,Male
5uabcynqu2,14,2557.3,-200,tree foliage,#dddddd,29,52,Fema
6lxycch5u6,14,6383.1,38,wild fire,#c8e97d,55,56,Fema
8hx65uy1n2,14,1852.68,-183,ocean water,#d0e942,67,25,Fema
8naze8lsez,14,4481,-124,glacial ice,#a3c55b,54,38,male
9d5ncdtwbf,14,3893,-149,glacial ice,#d5a9e4,16,49,fema
9mnc9rt0rz,14,1778.6,43,tree foliage,#f7db7c,58,36,Male
9srrnppdp5,14,2371.1,-200,ground soil,#e81a4b,49,32,Male
9xysgr3f4u,14,2453.8,-200,glacial ice,#000000,24,38,Male
a12ffhfsm1,14,2483,-200,tree foliage,#2e3086,5,57,fema
cpt28f4xzp,14,3560,156,ocean water,#7ec6ba,22,35,Male
dfm6easn8l,14,9068.2,-200,ocean water,#e31b73,34,54,Male
f2mtfm7cfx,14,3038.9,-200,ground soil,#e81a4b,49,40,fema
fabnabw7hq,14,4402.4,16,wild fire,#f7a75a,60,34,Fema
fruee7bb7w,14,2147.3,101,ocean water,#b9b9b9,27,43,male
g8fqksoxo8,14,2179.9,-67,ocean water,#67cf5c,51,50,male
gnz67glrkn,14,4956.4,-200,glacial ice,#cc4f1b,61,63,Fema
gupagjo0wv,14,2545.9,-140,ground soil,#4bcf8e,35,58,woma
hgldvk93ng,14,4344.1,-37,ocean water,#f7a75a,60,30,fema
j6pazp3e7y,14,3400.2,-31,ground soil,#96c58c,39,49,Male
j9adj6gloa,14,4271,-195,wild fire,#c8e97d,55,34,Male
jrgu1oot3d,14,2298.4,200,wild fire,#c94e4b,48,32,fema
jvnwunr22e,14,3374.8,-200,ground soil,#90689f,15,30,Male
mmqplzknwl,14,3463,-200,ground soil,#baeaaf,40,30,Male
o09etdsjs1,14,2030,-200,tree foliage,#512d5f,14,29,Fema
objo1l7hjl,14,2456.5,-198,tree foliage,#5e78a1,12,31,Male
ohzolyk1vf,14,3697.9,-127,tree foliage,#aac510,66,28,fema
orfa7jsdnn,14,3857.7,34,wild fire,#b9b9b9,27,53,Male
u4e5jknwlp,14,4298,-200,ground soil,#d5b811,68,50,male
utfldga24m,14,3366.9,-24,tree foliage,#3b3b3b,25,39,male
x6h3es0t2d,14,5145.2,-162,wild fire,#a2eade,23,44,male
x951bq6g3c,14,1391.9,-200,glacial ice,#897618,56,36,Male
0opxtp6tdk,15,3137.3,-164,wild fire,#dddddd,29,47,Fema
25sua5qsqp,15,3645.6,84,ocean water,#777777,26,60,fema
2kn462t33j,15,3505.6,-148,ground soil,#c8e97d,55,57,fema
3d3qpof317,15,4069,-53,wild fire,#90689f,15,74,fema
4hbmqfvhg8,15,2557.2,-164,wild fire,#db1f9d,19,57,fema
4w5d63mg60,15,1550.9,-123,wild fire,#0e8a19,50,27,Male
55bkqoq905,15,1056.4,147,ocean water,#1c3d61,11,30,Male
5uabcynqu2,15,6293,-130,tree foliage,#a2eade,23,52,Fema
6lxycch5u6,15,5814.7,-200,wild fire,#8cf47e,52,56,Fema
8hx65uy1n2,15,3641.83,5,ocean water,#608218,53,25,Fema
8naze8lsez,15,15570,-35,glacial ice,#3518ad,1,38,male
9d5ncdtwbf,15,3830,-200,glacial ice,#aac510,66,49,fema
9mnc9rt0rz,15,1573.7,191,tree foliage,#8cf47e,52,36,Male
9srrnppdp5,15,5772.3,4,ground soil,#c7b88b,43,32,Male
9xysgr3f4u,15,4122.7,44,glacial ice,#746bca,6,38,Male
a12ffhfsm1,15,2403,-200,tree foliage,#600b84,7,57,fema
cpt28f4xzp,15,1708,168,ocean water,#b9b9b9,27,35,Male
dfm6easn8l,15,7751.5,88,ocean water,#777777,26,54,Male
f2mtfm7cfx,15,2578.7,-200,ground soil,#90689f,15,40,fema
fabnabw7hq,15,4084.2,-104,wild fire,#a06776,31,34,Fema
fruee7bb7w,15,2307.7,-12,ocean water,#443b14,41,43,male
g8fqksoxo8,15,2596.3,65,ocean water,#96c58c,39,50,male
gnz67glrkn,15,4298.5,119,glacial ice,#5e78a1,12,63,Fema
gupagjo0wv,15,2254.7,-180,ground soil,#7ec6ba,22,58,woma
hgldvk93ng,15,3363.3,-16,ocean water,#83764c,42,30,fema
j6pazp3e7y,15,1978.3,-141,ground soil,#2f6ef6,0,49,Male
j9adj6gloa,15,2261.7,-176,wild fire,#baeaaf,40,34,Male
jrgu1oot3d,15,1591.1,127,wild fire,#fcdb42,69,32,fema
jvnwunr22e,15,2550.1,25,ground soil,#d0b85a,57,30,Male
mmqplzknwl,15,5814,146,ground soil,#83764c,42,30,Male
o09etdsjs1,15,2194.5,-200,tree foliage,#96c58c,39,29,Fema
objo1l7hjl,15,2273.7,-171,tree foliage,#777777,26,31,Male
ohzolyk1vf,15,3212.1,50,tree foliage,#55824d,38,28,fema
orfa7jsdnn,15,6976.6,-199,wild fire,#5e78a1,12,53,Male
u4e5jknwlp,15,5417,-185,ground soil,#8cf47e,52,50,male
utfldga24m,15,2953.4,-158,tree foliage,#72005e,17,39,male
x6h3es0t2d,15,4057.3,5,wild fire,#67cf5c,51,44,male
x951bq6g3c,15,1719.2,-200,glacial ice,#aac510,66,36,Male
0opxtp6tdk,16,3074,-200,wild fire,#2f6ef6,0,47,Fema
25sua5qsqp,16,4362.7,-140,ocean water,#f1a78a,47,60,fema
2kn462t33j,16,2095,-200,ground soil,#077acc,4,57,fema
3d3qpof317,16,6380.8,9,wild fire,#d0e942,67,74,fema
4hbmqfvhg8,16,2371.6,-182,wild fire,#e31b73,34,57,fema
4w5d63mg60,16,1836.3,128,wild fire,#5e2b3a,30,27,Male
55bkqoq905,16,1102.8,-153,ocean water,#9af443,65,30,Male
5uabcynqu2,16,3381,122,tree foliage,#608218,53,52,Fema
6lxycch5u6,16,3511,-200,wild fire,#777777,26,56,Fema
8hx65uy1n2,16,2094.16,200,ocean water,#1c3d61,11,25,Fema
8naze8lsez,16,5863,-160,glacial ice,#184415,37,38,male
9d5ncdtwbf,16,3476,-90,glacial ice,#8558f4,2,49,fema
9mnc9rt0rz,16,1599,200,tree foliage,#3efe44,63,36,Male
9srrnppdp5,16,1901.4,-200,ground soil,#4bcf8e,35,32,Male
9xysgr3f4u,16,3147.6,-30,glacial ice,#d0b85a,57,38,Male
a12ffhfsm1,16,2139,-200,tree foliage,#a06776,31,57,fema
cpt28f4xzp,16,2478,48,ocean water,#67cf5c,51,35,Male
dfm6easn8l,16,15954.8,-16,ocean water,#3b3b3b,25,54,Male
f2mtfm7cfx,16,3166.6,-200,ground soil,#73cf10,64,40,fema
fabnabw7hq,16,2213.1,-147,wild fire,#184415,37,34,Fema
fruee7bb7w,16,1866,-200,ocean water,#000000,24,43,male
g8fqksoxo8,16,2966,-121,ocean water,#c8e97d,55,50,male
gnz67glrkn,16,4366.6,-200,glacial ice,#608218,53,63,Fema
gupagjo0wv,16,2358.2,-185,ground soil,#a2eade,23,58,woma
hgldvk93ng,16,6012.1,13,ocean water,#a06776,31,30,fema
j6pazp3e7y,16,5129.4,-200,ground soil,#ffffff,28,49,Male
j9adj6gloa,16,2251.9,-196,wild fire,#600b84,7,34,Male
jrgu1oot3d,16,2402.2,-139,wild fire,#55824d,38,32,fema
jvnwunr22e,16,4534.3,-200,ground soil,#5e78a1,12,30,Male
mmqplzknwl,16,2915,-200,ground soil,#7ec6ba,22,30,Male
o09etdsjs1,16,2674.3,-200,tree foliage,#9af443,65,29,Fema
objo1l7hjl,16,3144.5,-200,tree foliage,#c34f74,33,31,Male
ohzolyk1vf,16,2985.1,-171,tree foliage,#d5b811,68,28,fema
orfa7jsdnn,16,7371.4,145,wild fire,#c94e4b,48,53,Male
u4e5jknwlp,16,2760,-169,ground soil,#3b8378,21,50,male
utfldga24m,16,3716.6,-80,tree foliage,#90689f,15,39,male
x6h3es0t2d,16,4705.8,-167,wild fire,#39f6e0,20,44,male
x951bq6g3c,16,1493.9,-200,glacial ice,#b8509e,18,36,Male
0opxtp6tdk,17,2909.2,-154,wild fire,#cd26c7,9,47,Fema
25sua5qsqp,17,4507.1,-31,ocean water,#a8664b,46,60,fema
2kn462t33j,17,4417.2,-197,ground soil,#b8509e,18,57,fema
3d3qpof317,17,3656.4,-146,wild fire,#3efe44,63,74,fema
4hbmqfvhg8,17,2219.8,-180,wild fire,#077acc,4,57,fema
4w5d63mg60,17,1705.4,-95,wild fire,#a553c8,8,27,Male
55bkqoq905,17,774.3,-179,ocean water,#fba714,70,30,Male
5uabcynqu2,17,6656,0,tree foliage,#67cf5c,51,52,Fema
6lxycch5u6,17,4881.9,-200,wild fire,#73cf10,64,56,Fema
8hx65uy1n2,17,2170.93,-142,ocean water,#eddcad,44,25,Fema
8naze8lsez,17,4184,-200,glacial ice,#b62ef2,3,38,male
9d5ncdtwbf,17,4103,53,glacial ice,#4bcf8e,35,49,fema
9mnc9rt0rz,17,2325.9,-150,tree foliage,#f1a78a,47,36,Male
9srrnppdp5,17,3582.8,33,ground soil,#443b14,41,32,Male
9xysgr3f4u,17,2530.4,-146,glacial ice,#fba714,70,38,Male
a12ffhfsm1,17,1930.8,-200,tree foliage,#ea1d1d,62,57,fema
cpt28f4xzp,17,3119,129,ocean water,#0e8a19,50,35,Male
dfm6easn8l,17,17280.2,157,ocean water,#077acc,4,54,Male
f2mtfm7cfx,17,3665.4,-200,ground soil,#512d5f,14,40,fema
fabnabw7hq,17,1990.3,-177,wild fire,#746bca,6,34,Fema
fruee7bb7w,17,2449.4,-200,ocean water,#ac6619,59,43,male
g8fqksoxo8,17,2579,-200,ocean water,#3efe44,63,50,male
gnz67glrkn,17,3511.7,-200,glacial ice,#fba714,70,63,Fema
gupagjo0wv,17,2296.9,-21,ground soil,#d0b85a,57,58,woma
hgldvk93ng,17,3325.6,122,ocean water,#2e3086,5,30,fema
j6pazp3e7y,17,2267.2,56,ground soil,#d5b811,68,49,Male
j9adj6gloa,17,2347.6,-195,wild fire,#3b8378,21,34,Male
jrgu1oot3d,17,2948,-36,wild fire,#cd26c7,9,32,fema
jvnwunr22e,17,4690.4,-200,ground soil,#72005e,17,30,Male
mmqplzknwl,17,3850,-200,ground soil,#608218,53,30,Male
o09etdsjs1,17,2351.7,-200,tree foliage,#e31b73,34,29,Fema
objo1l7hjl,17,2758.4,181,tree foliage,#55824d,38,31,Male
